33.81655481,32.67854718,24.05930784,33.87826087,25.56994819,34.7992278,22.80206795,39.54416796,21.5407754,33.96611849,33.06057744,19.55296137,19.85129604,27.36342846,14.65,26.00260756,29.68797565,28.32389046,26.78115135,31.69642857,30.68478261,38.67567568,26.64114943,35.38834951,33.42151482,23.78680168,25.8985598,20.97958465,24.43648539,34.90535918,30.22123894,29.54573171,23.92306584,42.82038756,36.62035653,26.46884273,26.89704539,29.20661828,25.55367232,30.33823992,73.84615385,31.48785997,77.73684211,44.374,37.76833977,16.71448664,35.17416887,40.43558282,33.97647059,0,72.225,36.19802981,42.98245614,22.46434635,23.52578416,33.70865385,25.25423729,23.91326145,32.37718941,27.15990132,26.52453568,29.94965143,29.6054358,31.15511371,28.75686275,17.77323162,31.08868243,30.84272257,39.25734158,30.30105465,35.67559177,27.06122449,41.27636364,29.20492623,22.12204878,24.45612111,51.46846847,22.24390244
29.84250828,29.69909854,22.14240297,29.94495413,35.36764706,40.0893617,24.98452611,36.74728341,22.2891012,30.79491401,31.0710414,21.35704875,20.27369962,24.30876231,11.86021505,26.9752268,35.10919849,28.13108839,26.04124553,25.14728682,35.48677249,26.27027027,29.49627672,30.72,28.43620178,22.43223881,24.97096556,20.79358644,23.17258017,28.58355917,24.92857143,26.18717504,24.02939456,45.42429804,38.67880604,37.55017301,29.09722665,27.71712499,23.6142132,30.22263658,61.24137931,32.55543618,73,34.14263323,27.13104839,18.65023474,36.07978723,61.94545455,30.96560847,0,15.1,41.82196128,59,25.84731544,24.90726159,28.21374046,22.05310458,23.76792124,32.05516328,28.56414868,24.64207481,25.76884462,22.78477612,30.12104379,46.03626943,20.40803571,29.17222804,29.57669049,30.99049012,27.7556866,32.18534879,34.6,38.30322581,27.5021025,20.27492057,26.463454,52.16923077,22.76054358
29.05336287,28.85467817,21.53410072,35.71238938,24.30769231,46.74636175,31.35333333,36.82013323,21.56412504,31.05192064,32.08935094,21.20455387,18.66895275,25.44737132,6.048780488,26.03650763,29.96127783,27.08421053,26.2455922,30.30088496,29.87234043,38.58015267,27.2987512,24.23880597,28.23896104,21.51460938,28.01073763,19.63178432,21.67301957,33.60992908,49.5,29.42619543,22.64028187,39.69177827,35.048001,43.66666667,28.57953855,26.38684622,19.27704485,27.6034919,67,33.61081933,55.2,34.36697248,21.71505376,16.94891641,36.32922161,25.92165899,44.59813084,0,54.94117647,42.63717805,62.23076923,22.44627383,25.28157047,27.53785311,21.15544676,23.861673,33.13277778,27.63351206,25.27426334,28.30882751,24.51318242,27.58187744,49.40659341,18.72135785,30.48831952,29.290156,36.5974026,27.66691395,32.54102041,11.86138614,31.97080292,27.35846073,20.29628616,27.86752253,41.66197183,20.00562641
28.60265577,29.33904762,21.32416208,42.36723164,31.24918033,42.92822967,32.29936306,36.97397627,21.0664164,29.76826535,32.96420989,21.12347969,17.69162175,25.3997093,21.73684211,23.10037112,33.73053892,29.30315103,25.62264379,0,43.41116751,21.57303371,30.08729887,52,27.25028313,21.70744979,26.26309227,21.42677165,23.21551267,32.78996283,65.35849057,26.7723133,22.97557947,40.03095023,34.50357339,9.923076923,27.86757624,26.7175489,19.1754386,26.145537,66.18421053,33.1321462,56.96226415,30.05666156,18.87417219,18.32168675,37.21334681,29.95683453,47.55944056,0,64.78571429,40.36962277,50.82110092,26.93699187,20.01546994,26.32905138,26.72195122,22.09678444,31.73082407,27.19671466,25.13675436,25.19186901,22.85439198,27.64926516,18.90909091,18.93899931,29.63274188,29.26514025,34.67693662,24.8121775,32.71897719,16.725,36.5665529,26.01989619,19.23560971,25.4142135,31.11111111,19.98311445
31.72488446,27.97000484,20.56552455,31.19188192,24.27647059,49.52197802,37.7826087,35.24051556,20.13238036,30.35163697,33.46083551,19.82392531,15.44411227,21.86396452,42.85714286,22.40944037,34.45856981,28.7680093,26.28371047,47.28571429,32.44705882,25.32024169,31.30843219,37.90909091,25.9186747,22.1990203,27.46351537,20.74326834,23.14583171,31.79815303,77.46153846,32.08988764,21.50428816,39.14644608,32.31688805,19.91187739,27.10545253,27.39573638,13.11408451,25.62298281,68.39130435,33.46897778,60.8,41.41567696,38.2038835,16.2041049,35.0176089,31.71084337,38.1972973,0,0,42.82520325,37.10769231,30.28571429,21.18629344,29.52058111,20.7753304,22.65842658,31.41428571,27.60696256,24.14372044,26.73263752,21.55418958,28.17074722,68.08333333,19.44188937,29.09341181,28.94579455,33.47773279,27.44366197,29.33429158,8.95,34.11111111,25.05080463,19.2477926,23.38694555,78.5,20.35191816
32.05935829,29.04991587,21.44006187,24.88235294,22.51538462,46.4082397,30.12732095,37.1157564,21.46920635,30.96505254,33.17409045,19.92517194,16.0410628,23.4435918,0,19.07383498,35.20804084,29.96607143,26.4394387,45.08333333,33.78294574,35.22307692,29.17987634,0,29.30735931,22.71839789,26.27229147,19.70104224,24.10972505,33.79421222,31.38853503,32.94966443,21.80454668,36.73112926,34.12168809,39.51440329,24.85298976,27.42880142,18.87593423,27.80014809,55.25925926,38.56650557,58.95744681,46.53554502,28.1,17.46657754,33.02906351,38.89655172,37.20921986,0,60,44.94920869,43.22560976,26.85214785,27.35311973,29.1323693,23.14344262,22.41515152,32.87877211,28.65025752,25.60449588,26.45193053,25.06642857,29.07592426,67.35251799,21.20452099,31.41546335,11.97664284,33.2973159,29.36996736,33.54558576,21.74637681,47.40437158,24.33045384,17.86835145,26.76401945,58.33333333,21.44692519
33.70591734,30.1928494,21.31069079,47.94117647,18.2676399,37.70572207,27.50169492,35.2329463,19.72249904,30.22758317,28.42221593,19.73972946,15.98142275,23.45768236,0,20.03603945,30.37243948,27.84694314,25.69452327,34.56896552,28.64480874,46.07692308,28.18995182,30.52586207,31.52603471,22.30359725,24.78824721,19.19432861,22.50074918,36.51851852,30.82467532,66.33548387,21.19909297,34.2411283,32.86602165,66.91489362,27.2987013,25.99500663,17.26910299,27.23913043,63.93333333,32.36689598,64.92,54.48648649,25.41884817,15.8173785,30.90257559,33.58095238,35.28115942,0,36.58333333,34.62125685,42.34042553,25.50884956,23.08067429,28.96761531,25.29942857,22.34202373,30.87472733,27.83661061,28.29755302,24.79317046,25.41324013,28.87196468,57.21702128,15.46995192,31.13498566,25.23417872,33.45112108,29.89308176,30.15401589,0,38.11512415,24.56768991,18.70775759,25.10879559,51.07291667,19.16764133
31.48532464,29.67579251,21.1967601,38.1300813,19.97926267,47.0521327,27.44471744,38.15788146,20.4528,31.39278705,28.99484456,19.58609171,15.08017741,22.02573972,0,22.69432773,31.96684588,28.02706131,24.39808917,24.54054054,38.41089109,18.45833333,28.14149335,53.28301887,27.2325315,23.76413385,23.99881023,21.81011673,24.20847698,32.03923648,26.825,22.82306684,19.51631742,45.76846895,30.54207146,0,25.20764644,24.59103781,20.30655738,26.57821183,73.51851852,36.15906018,49.32352941,55.4,33.59375,18.60753532,34.24442462,51.44642857,46.5477707,0,52.48780488,41.27669386,62.25925926,27.40545567,23.52048061,32.32225579,24.00696864,22.63946653,28.93170475,30.10589831,25.31237721,28.18153697,20.65398259,29.48489973,40.97692308,18.66297118,32.15640308,26.01414094,34.28930818,23.19382022,34.43464134,44.5,29.87168142,25.23151594,19.49880383,25.5409627,39.07692308,19.46707638
28.29497569,27.86232558,20.92577716,37.25688073,16.50265487,44.51136364,28.7281106,33.7526948,20.15741095,28.49588138,32.13059324,20.03831726,14.3959448,22.00264837,0,23.37891269,32.99807877,26.94464776,25.04170302,28.46153846,34.23863636,20.36437247,29.23336643,0,32.85100287,21.66047412,23.98499674,22.86348123,21.26904269,32.33978873,37.65254237,25.67332123,20.80929175,39.97509069,29.87281593,77.03225806,26.31628218,25.14121511,21.79501916,24.53180681,72.8,31.28114534,80.61904762,24.94308943,16.5915493,20.74,33.30081301,44.14516129,42.82058824,0,55,41.08589692,0,26.53340576,21.30933195,32.16462736,27.74480151,22.51639441,29.63545879,27.2938524,25.16670902,30.52483619,19.82319519,26.47462455,62.23958333,16.79872611,28.67295141,24.53342817,31.85540335,22.137573,31.03335557,27.96153846,40.25108225,23.80203277,18.76586696,24.06846847,37.69565217,19.51356408
24.84417727,26.42980157,19.45652174,22.62631579,13.83967391,27.23571429,28.91503268,34.13609851,20.34018801,28.3679404,34.02251445,19.29811321,14.48385031,20.81780731,0,21.74702774,27.49843994,26.65424165,24.12750923,82.33333333,29.80322581,18.68644068,29.16772439,0,26.42312579,21.30074808,19.44729606,20.81559095,21.3596723,29.82737361,32.53333333,29.375,20.91802314,40.53477589,34.80800157,62,26.64463746,24.06903945,20.55698529,23.86089216,77.16666667,31.93807066,80,31.86526316,16.56976744,23.4005848,31.59293988,48.08235294,38.95238095,0,67.33333333,44.14475874,18.95652174,28.77783669,22.05306332,28.42047026,24.15827338,21.68985644,26.35110803,27.19252364,24.62792715,33.4405331,19.44087363,29.74894292,75.5177305,16.67008388,27.54352747,23.73555791,30.61521084,23.9092805,30.69305629,17.03571429,36.27956989,26.63880743,17.71933249,19.2314887,0,22.19498861
